number_of_qubits,process_fidelity
20,0.4276475348566755
20,0.429254083915486
20,0.4364493142189146
20,0.4364412253049314
20,0.4176376264818155
20,0.4196824970491651
20,0.4293658583129717
20,0.4299776126808077
20,0.4278823724814495
20,0.4229663902504394
20,0.4253423314545302
20,0.4378393071807395
22,0.351921617305565
22,0.3543604723416959
22,0.3564009713965084
22,0.3659445218196605
22,0.3609348152726107
22,0.3531679195549185
22,0.3569829400228725
22,0.3555681994980438
22,0.3473690765496921
22,0.3548507801990993
22,0.3553950691686375
22,0.3438049763015696
22,0.3636536332553763
22,0.3519953081233711
22,0.3593680695866884
22,0.3525420040844691
22,0.3543332571420287
22,0.3599738268756361
22,0.356040117638645
22,0.3571155882990772
24,0.2476583469040186
24,0.2556616882718513
24,0.2528013913043451
24,0.2523505015600093
24,0.2537446734180074
24,0.2513480739388858
24,0.2497637468888462
24,0.253171080994266
24,0.2490643653245041
24,0.25204334533523
24,0.2492433416424073
24,0.2473597716098138
24,0.251033860922337
24,0.249240180600842
24,0.2508894483696398
24,0.2535693557241406
24,0.2543961514889338
24,0.249603219927661
24,0.2526723564888957
24,0.2491479893981192
26,0.1998352427217659
26,0.1894511864224696
26,0.1942184245085906
26,0.189859405804968
26,0.1898514090879452
26,0.1984867790348096
26,0.1850297702647113
26,0.1913219158842086
26,0.190657481790928
26,0.1844938547176713
26,0.1933256073302303
26,0.1907958417230806
26,0.1976538877192499
26,0.1982407883250578
26,0.1989446149648458
26,0.1968034364121922
26,0.1977553981394595
26,0.2007653729613447
26,0.189791148707722
26,0.1832481316928727
28,0.1619427059267466
28,0.1640315618903545
28,0.1625774454314068
28,0.160783368818478
28,0.1612421870600427
28,0.1605028910423611
28,0.1590748751552464
28,0.1550795593024997
28,0.1626811809662333
28,0.1623423615151654
28,0.1618545749911792
28,0.1585352190253294
28,0.1675054200247204
28,0.1556573047913461
28,0.1647747124766802
28,0.1508774836100261
28,0.165562328976961
28,0.158732314713851
28,0.1603724307417718
28,0.1613910164110779
30,0.1359749281146653
30,0.1360767278318352
30,0.1259696030953199
30,0.1356315340387537
30,0.1280545107755864
30,0.1292021635563795
30,0.1336018540706959
30,0.1359877831351873
30,0.1338500097311894
30,0.1289742969131798
30,0.1318330984107814
30,0.1338356045430759
30,0.1371625766101983
30,0.1214622344493537
30,0.1405098737394831
30,0.1375926669797255
30,0.1312612786200434
30,0.135271145212575
30,0.1333160224108094
30,0.1334763699876998
32,0.1022110681128796
32,0.1031658209048739
32,0.1061343217981244
32,0.1044725340491124
32,0.0969120534895697
32,0.1011839515852971
32,0.0986124635430423
32,0.1034865991274661
32,0.1000203295509579
32,0.0990978933657045
32,0.1042292156188579
32,0.1023922762649527
32,0.111740412280829
32,0.1029064822027524
32,0.1109353606185961
32,0.1078167813276028
32,0.1048801485872002
32,0.1019591002312419
32,0.1130901625730013
32,0.1043343391650107
34,0.0002915620004203
34,0.0005066144016762
34,0.0004727706455444
34,0.0006191829822182
34,0.0007891304046913
34,0.0007382247951723
34,0.0016588806948596
34,0.000163658184677
34,0.0014541606365203
34,0.0004325960750203
34,0.0004484235419037
34,0.0004664668334951
34,0.0010525631034679
34,0.0005113804559345
34,0.0005097994318111
34,0.0005630918748145
34,0.0003709865572477
34,0.0019257012698315
34,0.0007188135838264
34,0.0012318170546869
36,0.0001482674114212
36,0.0002476117785655
36,0.000201276235954
36,0.0003563452716792
36,0.0002458443717697
36,0.0003755306172755
36,0.0008068848870555
36,0.0004347638159745
36,0.0006390835622674
36,0.0003069681251728
36,0.0003922879382575
36,0.0002419908928728
36,0.0002564914397371
36,0.0008256872280873
36,0.0004621457304094
36,0.0002935411435543
36,0.0004231030937064
36,0.0002812080167685
36,0.0003839913360955
36,0.0003051238195631
38,0.0014822912491419
38,0.0006931250500236
38,0.0007098971005358
